employeur_or,employeur,commune,lat,long,departement,pays,type_employ,intitule_or,intitule,type,date,annee
conseil général de Gironde,conseil départemental de la Gironde,Bordeaux,44.837777777778,-0.57944444444444,Gironde,France,Conseil départemental,un attaché de conservation du patrimoine,un attaché de conservation du patrimoine,Public,03/08/2006,2006
conseil général de Guadeloupe,conseil départemental de la Guadeloupe,Basse-Terre,15.996944444444,-61.732777777778,Guadeloupe,France,Conseil départemental,un(e) attaché(e) de conservation du patrimoine (spécialité archives),un attaché de conservation du patrimoine (spécialité archives),Public,28/03/2012,2012
société V-Technologies,La société V-Technologies,Angers,47.472777777778,-0.55555555555556,Maine-et-Loire,France,Entreprise,un-e consultant-e archives et patrimoine numérique,un consultant archives et patrimoine numérique,Privé,11/09/2012,2012
conseil général de Guadeloupe,conseil départemental de la Guadeloupe,Basse-Terre,15.996944444444,-61.732777777778,Guadeloupe,France,Conseil départemental,un(e) assistant(e) qualifié(e) du patrimoine et des bibliothèques (spécialité archives),un assistant qualifié du patrimoine et des bibliothèques (spécialité archives),Public,28/03/2012,2012
conseil général de Guadeloupe,conseil départemental de la Guadeloupe,Basse-Terre,15.996944444444,-61.732777777778,Guadeloupe,France,Conseil départemental,un(e) assistant(e) qualifié(e) du patrimoine et des bibliothèques (spécialité archives),un assistant qualifié du patrimoine et des bibliothèques (spécialité archives),Public,25/10/2011,2011
conseil général de Guadeloupe,conseil départemental de la Guadeloupe,Basse-Terre,15.996944444444,-61.732777777778,Guadeloupe,France,Conseil départemental,un(e) assistant(e) du patrimoine et des bibliothèques ou attaché(e) de conservation,un assistant du patrimoine et des bibliothèques ou attaché de conservation,Public,14/07/2011,2011
conseil général de Guadeloupe,conseil départemental de la Guadeloupe,Basse-Terre,15.996944444444,-61.732777777778,Guadeloupe,France,Conseil départemental,"Recrute par voie contractuelle : un(e) attaché(e) de conservation du patrimoine, spécialité archives","Recrute par voie contractuelle : un attaché de conservation du patrimoine, spécialité archives",Public,09/06/2009,2009
conseil général de Loire,conseil départemental de la Loire,Saint-Étienne,45.433888888889,4.3897222222222,Loire,France,Conseil départemental,un agent de traitement des archives (h/f),un agent de traitement des archives,Public,19/07/2012,2012
Conseil Général de Loire,conseil départemental de la Loire,Saint-Étienne,45.433888888889,4.3897222222222,Loire,France,Conseil départemental,Un Photographe des Archives  h/f,Un Photographe des Archives ,Public,22/07/2010,2010
conseil général de Loire,conseil départemental de la Loire,Saint-Étienne,45.433888888889,4.3897222222222,Loire,France,Conseil départemental,"un attaché de conservation du patrimoine, spécialité archives","un attaché de conservation du patrimoine, spécialité archives",Public,20/02/2009,2009
conseil général de Loire,conseil départemental de la Loire,Saint-Étienne,45.433888888889,4.3897222222222,Loire,France,Conseil départemental,le responsable Des archives contemporaines,le responsable Des archives contemporaines,Public,24/04/2008,2008
conseil général de Loire,conseil départemental de la Loire,Saint-Étienne,45.433888888889,4.3897222222222,Loire,France,Conseil départemental,un chargé des relations avec le public,un chargé des relations avec le public,Public,24/04/2008,2008
conseil général de Manche,conseil départemental de la Manche,Saint-Lô,49.114444444444,-1.0916666666667,Manche,France,Conseil départemental,un responsable Des archives électroniques (H/F),un responsable Des archives électroniques,Public,07/07/2014,2014
NOVARCHIVE,Novarchive,NA,,,NA,France,Entreprise,un-e archiviste,un archiviste,Privé,09/07/2012,2012
conseil général de Manche,conseil départemental de la Manche,Saint-Lô,49.114444444444,-1.0916666666667,Manche,France,Conseil départemental,une-e Assistant de collecte et de traitement des archives contemporaines,une Assistant de collecte et de traitement des archives contemporaines,Public,03/04/2013,2013
conseil général de Manche,conseil départemental de la Manche,Saint-Lô,49.114444444444,-1.0916666666667,Manche,France,Conseil départemental,un-e responsable Des archives du conseil général,un responsable Des archives du conseil général,Public,03/04/2013,2013
Fondation Jean Monnet pour Europe,Fondation Jean-Monnet pour l'Europe,Écublens,46.52758,6.56052,NA,Suisse,Entreprise,un responsable Des archives,un responsable Des archives,Privé,03/07/2012,2012
conseil général de Manche,conseil départemental de la Manche,Saint-Lô,49.114444444444,-1.0916666666667,Manche,France,Conseil départemental,chargé du traitement des archives communales et hospitalières,chargé du traitement des archives communales et hospitalières,Public,11/12/2012,2012
Conseil général de Manche,conseil départemental de la Manche,Saint-Lô,49.114444444444,-1.0916666666667,Manche,France,Conseil départemental,un assistant qualifié du patrimoine,un assistant qualifié du patrimoine,Public,30/05/2011,2011
Naoned Systèmes,Naoned Systèmes,Vertou,47.168055555556,-1.4713888888889,Loire-Atlantique,France,Entreprise,un(e) consultant(e) archiviste,un consultant archiviste,Privé,25/06/2012,2012
Conseil général de Manche,conseil départemental de la Manche,Saint-Lô,49.114444444444,-1.0916666666667,Manche,France,Conseil départemental,"Un(e) Chef du service des archives communales, anciennes et privées","Un Chef du service des archives communales, anciennes et privées",Public,04/08/2006,2006
Conseil général de Mayenne,conseil départemental de la Mayenne,Laval,48.072777777778,-0.77,Mayenne,France,Conseil départemental,un archiviste (H/F),un archiviste,Public,18/11/2011,2011
conseil général de Nièvre,conseil départemental de la Nièvre,Nevers,46.9925,3.1566666666667,Nièvre,France,Conseil départemental,un assistant (assistant qualifié de conservation du patrimoine,un assistant (assistant qualifié de conservation du patrimoine,Public,21/02/2012,2012
conseil général de Seine et Marne,conseiller départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,un médiateur culturel (h/f),un médiateur culturel,Public,21/06/2011,2011
conseil général de Seine-Saint-Denis,conseil départemental de la Seine-Saint-Denis,Bobigny,48.909722222222,2.4386111111111,Seine-Saint-Denis,France,Conseil départemental,un attaché de conservation du patrimoine responsable Du secteur de Communication des documents (H/F),un attaché de conservation du patrimoine responsable Du secteur de Communication des documents,Public,27/10/2014,2014
conseil général de Lot-et-Garonne,conseil départemental de Lot-et-Garonne,Agen,44.203055555556,0.61861111111111,Lot-et-Garonne,France,Conseil départemental,Un assistant de conservation du patrimoine et des bibliothèques,Un assistant de conservation du patrimoine et des bibliothèques,Public,04/08/2006,2006
Conseil général de Maine-et-Loire,conseil départemental de Maine-et-Loire,Angers,47.472777777778,-0.55555555555556,Maine-et-Loire,France,Conseil départemental,Un responsable De l’action culturelle et éducative (h/f),Un responsable De l’action culturelle et éducative,Public,03/04/2008,2008
conseil général de Mayotte,conseil départemental de Mayotte,Mamoudzou,-12.781388888889,45.231666666667,Mayotte,France,Conseil départemental,archiviste,archiviste,Public,19/03/2009,2009
diocèse de Chartres,diocèse de Chartres,Chartres,48.446666666667,1.4883333333333,Eure-et-Loir,France,Entreprise,Un responsable De ses archives historiques diocésaines (CDI),Un responsable De ses archives historiques diocésaines (CDI),Privé,30/05/2012,2012
conseil général de Mayotte,conseil départemental de Mayotte,Mamoudzou,-12.781388888889,45.231666666667,Mayotte,France,Conseil départemental,archiviste,archiviste,Public,19/03/2009,2009
IRSN,Institut de radioprotection et de sûreté nucléaire,Fontenay-aux-Roses,48.789166666667,2.2855555555556,Hauts-de-Seine,France,Établissement public,un(e) archiviste pour une mission de 12 mois (prolongation possible),un archiviste pour une mission de 12 mois (prolongation possible),Public,18/05/2012,2012
Conseil général de Seine et Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,Un président de salDe lecture h/f,Un président de salle de lecture ,Public,12/04/2007,2007
SCIENCES PO,Institut d'études politiques de Paris,Paris,48.856944444444,2.3513888888889,Paris,France,Établissement public,Un(e) Archiviste diplômé(e) en CDI,Un Archiviste diplômé en CDI,Public,10/05/2012,2012
conseil général de Seine-et-Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,un archiviste responsable De secteur (h/f),un archiviste responsable De secteur,Public,24/02/2014,2014
Université Laval,Université Laval,Québec,46.816111,-71.224167,NA,Canada,Entreprise,un professeur d’archivistique,un professeur d’archivistique,Privé,10/05/2012,2012
conseil général de Seine-et-Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,Un chef de Bureau Archives Notariales (H/F),Un chef de Bureau Archives Notariales,Public,18/10/2012,2012
Institut Pasteur,institut Pasteur,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,un archiviste en CDD OD 24 mois,un archiviste en CDD OD 24 mois,Privé,24/04/2012,2012
Conseil général de Seine-et-Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,Un formateur au logiciel GAIA h/f,Un formateur au logiciel GAIA ,Public,06/12/2007,2007
Conseil général de Seine-et-Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,"un médiateur (h/f) pour sa Direction des Archives, du Patrimoine et des Musées départementaux","un médiateur pour sa Direction des Archives, du Patrimoine et des Musées départementaux",Public,19/11/2007,2007
conseil général de Seine-et-Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,Un Chef du service des archives administratives h/f,Un Chef du service des archives administratives ,Public,09/03/2007,2007
conseil général de Seine-et-Marne,conseil départemental de Seine-et-Marne,Melun,48.539722222222,2.6591666666667,Seine-et-Marne,France,Conseil départemental,Un Chef du service des archives administratives h/f,Un Chef du service des archives administratives ,Public,04/08/2006,2006
conseil général de Seine-Saint-Denis,conseil départemental de la Seine-Saint-Denis,Bobigny,48.909722222222,2.4386111111111,Seine-Saint-Denis,France,Conseil départemental,un chef de projet archives électroniques et systèmes d’information (h/f),un chef de projet archives électroniques et systèmes d’information,Public,12/02/2010,2010
conseil général des Ardennes,conseil départemental des Ardennes,Charleville-Mézières,49.76,4.7194444444444,Ardennes,France,Conseil départemental,un chargé de l’archivage électronique et du records management,un chargé de l’archivage électronique et du records management,Public,05/12/2013,2013
conseil général des Ardennes,conseil départemental des Ardennes,Charleville-Mézières,49.76,4.7194444444444,Ardennes,France,Conseil départemental,un archiviste (adjoint au directeur) responsable Des archives contemporaines,un archiviste (adjoint au directeur) responsable Des archives contemporaines,Public,04/02/2009,2009
conseil général des Ardennes,conseil départemental des Ardennes,Charleville-Mézières,49.76,4.7194444444444,Ardennes,France,Conseil départemental,un archiviste (adjoint au directeur) responsable Des archives contemporaines,un archiviste (adjoint au directeur) responsable Des archives contemporaines,Public,30/01/2009,2009
conseil général des Bouches du Rhône,conseil départemental des Bouches-du-Rhône,Marseille,43.296666666667,5.3763888888889,Bouches-du-Rhône,France,Conseil départemental,un attaché de conservation du patrimoine (2),un attaché de conservation du patrimoine (2),Public,03/05/2013,2013
